uniprot_gn_id	Subcellular.location..CC.	Intramembrane	Topological.domain	Transmembrane
Q9UQD0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19136557}; Multi-pass membrane protein {ECO:0000269|PubMed:19136557}. Cell projection, axon {ECO:0000250|UniProtKB:Q9WTU3}. Note=Mainly localizes to the axon initial segment. {ECO:0000250|UniProtKB:Q9WTU3}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasmic vesicle. Note=Some vesicles are localized adjacent to melanoma invadopodia and macrophage podosomes. Does not localize to the plasma membrane.	INTRAMEM 356..380;  /note=Pore-forming;  /evidence=ECO:0000250|UniProtKB:D0E0C2; INTRAMEM 922..942;  /note=Pore-forming;  /evidence=ECO:0000250|UniProtKB:D0E0C2; INTRAMEM 1400..1421;  /note=Pore-forming;  /evidence=ECO:0000250|UniProtKB:D0E0C2; INTRAMEM 1691..1713;  /note=Pore-forming;  /evidence=ECO:0000250|UniProtKB:D0E0C2	TOPO_DOM 1..132;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 152..158;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 180..193;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 212..217;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 235..253;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 274..355;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 381..387;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 409..753;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 773..783;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 804..817;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 838..839;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 858..873;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 893..921;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 943..955;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 977..1199;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1218..1230;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1250..1263;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1283..1290;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1310..1326;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1347..1399;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1422..1438;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1461..1523;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1542..1552;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1572..1583;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1602..1614;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1632..1650;  /note=Cytoplasmic;  /evidence=ECO:0000305; TOPO_DOM 1669..1690;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1714..1742;  /note=Extracellular;  /evidence=ECO:0000305; TOPO_DOM 1766..1980;  /note=Cytoplasmic;  /evidence=ECO:0000305	TRANSMEM 133..151;  /note=Helical; Name=S1 of repeat I;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 159..179;  /note=Helical; Name=S2 of repeat I;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 194..211;  /note=Helical; Name=S3 of repeat I;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 218..234;  /note=Helical; Name=S4 of repeat I;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 254..273;  /note=Helical; Name=S5 of repeat I;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 388..408;  /note=Helical; Name=S6 of repeat I;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 754..772;  /note=Helical; Name=S1 of repeat II;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 784..803;  /note=Helical; Name=S2 of repeat II;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 818..837;  /note=Helical; Name=S3 of repeat II;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 840..857;  /note=Helical; Name=S4 of repeat II;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 874..892;  /note=Helical; Name=S5 of repeat II;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 956..976;  /note=Helical; Name=S6 of repeat II;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1200..1217;  /note=Helical; Name=S1 of repeat III;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1231..1249;  /note=Helical; Name=S2 of repeat III;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1264..1282;  /note=Helical; Name=S3 of repeat III;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1291..1309;  /note=Helical; Name=S4 of repeat III;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1327..1346;  /note=Helical; Name=S5 of repeat III;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1439..1460;  /note=Helical; Name=S6 of repeat III;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1524..1541;  /note=Helical; Name=S1 of repeat IV;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1553..1571;  /note=Helical; Name=S2 of repeat IV;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1584..1601;  /note=Helical; Name=S3 of repeat IV;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1615..1631;  /note=Helical; Name=S4 of repeat IV;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1651..1668;  /note=Helical; Name=S5 of repeat IV;  /evidence=ECO:0000250|UniProtKB:D0E0C2; TRANSMEM 1743..1765;  /note=Helical; Name=S6 of repeat IV;  /evidence=ECO:0000250|UniProtKB:D0E0C2
P47872	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P23811}; Multi-pass membrane protein {ECO:0000255}.	NA	TOPO_DOM 23..143;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 168..174;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 195..216;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 241..254;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 277..294;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 318..343;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 363..369;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 393..440;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 144..167;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 175..194;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 217..240;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 255..276;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 295..317;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 344..362;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 370..392;  /note=Helical; Name=7;  /evidence=ECO:0000255
P18827	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass type I membrane protein {ECO:0000255}. Secreted {ECO:0000269|PubMed:9169435}. Secreted, extracellular exosome {ECO:0000269|PubMed:22660413}. Note=Shedding of the ectodomain produces a soluble form. {ECO:0000269|PubMed:9169435}.	NA	TOPO_DOM 23..254;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 276..310;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 255..275;  /note=Helical;  /evidence=ECO:0000255
P34741	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	NA	TOPO_DOM 19..144;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 170..201;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 145..169;  /note=Helical;  /evidence=ECO:0000255
O75056	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.	NA	TOPO_DOM 1..387;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 409..442;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 388..408;  /note=Helical;  /evidence=ECO:0000255
P31431	SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000255}; Single-pass type I membrane protein {ECO:0000255}. Secreted {ECO:0000269|PubMed:9169435}. Note=Shedding of the ectodomain produces a soluble form. {ECO:0000269|PubMed:9169435}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted.	NA	TOPO_DOM 19..145;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 171..198;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 146..170;  /note=Helical;  /evidence=ECO:0000255
P16581	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12649084, ECO:0000269|PubMed:28011641}; Single-pass type I membrane protein.	NA	TOPO_DOM 22..556;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 579..610;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 557..578;  /note=Helical;  /evidence=ECO:0000255
P14151	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:2509939, ECO:0000269|PubMed:2663882, ECO:0000269|PubMed:28011641}; Single-pass type I membrane protein {ECO:0000305|PubMed:2663882}.	NA	TOPO_DOM 39..332;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 356..372;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 333..355;  /note=Helical;  /evidence=ECO:0000255
P16109	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28011641}; Single-pass type I membrane protein {ECO:0000305|PubMed:28011641}.	NA	TOPO_DOM 42..771;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 796..830;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 772..795;  /note=Helical;  /evidence=ECO:0000255
P78324	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	NA	TOPO_DOM 31..373;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 395..504;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 374..394;  /note=Helical;  /evidence=ECO:0000255
O00241	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10604985}; Single-pass type I membrane protein {ECO:0000255}.	NA	TOPO_DOM 30..371;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 393..398;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 372..392;  /note=Helical;  /evidence=ECO:0000255
Q9P1W8	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:15383453}; Single-pass type I membrane protein {ECO:0000269|PubMed:15383453}.	NA	TOPO_DOM 29..360;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 384..387;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 361..383;  /note=Helical;  /evidence=ECO:0000255
P36021	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23550058, ECO:0000269|PubMed:25527620, ECO:0000269|PubMed:26426690}; Multi-pass membrane protein {ECO:0000269|PubMed:23550058, ECO:0000269|PubMed:25527620}.	NA	TOPO_DOM 2..96;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 118..143;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 165..171;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 193..200;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 222..229;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 251..258;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 280..322;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 344..356;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 378..386;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 408..409;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 431..447;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 469..477;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 499..539;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 97..117;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 144..164;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 172..192;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 201..221;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 230..250;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 259..279;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 323..343;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 357..377;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 387..407;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 410..430;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 448..468;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 478..498;  /note=Helical;  /evidence=ECO:0000255
O15374	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..16;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 38..59;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 81..87;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 109;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 130..143;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 165..174;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 196..299;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 321..337;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 359..372;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 394;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 416..425;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 447..458;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 480..487;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 17..37;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 60..80;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 88..108;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 110..129;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 144..164;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 175..195;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 300..320;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 338..358;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 373..393;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 395..415;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 426..446;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 459..479;  /note=Helical;  /evidence=ECO:0000255
Q9P2U7	SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:Q3TXX4}. Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cell junction, synapse, synaptosome {ECO:0000250|UniProtKB:Q3TXX4}.	NA	TOPO_DOM 1..63;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 85..116;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 138..140;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 162..169;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 191..208;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 230..236;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 258..302;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 324..341;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 363..378;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 400..401;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 423..435;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 457..469;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 491..560;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 64..84;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 117..137;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 141..161;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 170..190;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 209..229;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 237..257;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 303..323;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 342..362;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 379..399;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 402..422;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 436..456;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 470..490;  /note=Helical;  /evidence=ECO:0000255
Q05940	SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane; Multi-pass membrane protein.	NA	TOPO_DOM 1..20;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 42..129;  /note=Lumenal, vesicle;  /evidence=ECO:0000255; TOPO_DOM 151..159;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 181..189;  /note=Lumenal, vesicle;  /evidence=ECO:0000255; TOPO_DOM 211..219;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 243..248;  /note=Lumenal, vesicle;  /evidence=ECO:0000255; TOPO_DOM 272..291;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 312..328;  /note=Lumenal, vesicle;  /evidence=ECO:0000255; TOPO_DOM 353..357;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 379..389;  /note=Lumenal, vesicle;  /evidence=ECO:0000255; TOPO_DOM 411..414;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 436..440;  /note=Lumenal, vesicle;  /evidence=ECO:0000255; TOPO_DOM 463..514;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 21..41;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 130..150;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 160..180;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 190..210;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 220..242;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 249..271;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 292..311;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 329..352;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 358..378;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 390..410;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 415..435;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 441..462;  /note=Helical;  /evidence=ECO:0000255
Q16572	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.	NA	TOPO_DOM 1..33;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 55..125;  /note=Lumenal, vesicle;  /evidence=ECO:0000255; TOPO_DOM 147..152;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 174..182;  /note=Lumenal, vesicle;  /evidence=ECO:0000255; TOPO_DOM 204..213;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 235..242;  /note=Lumenal, vesicle;  /evidence=ECO:0000255; TOPO_DOM 264..289;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 311..325;  /note=Lumenal, vesicle;  /evidence=ECO:0000255; TOPO_DOM 347..356;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 378..388;  /note=Lumenal, vesicle;  /evidence=ECO:0000255; TOPO_DOM 410..422;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 444..447;  /note=Lumenal, vesicle;  /evidence=ECO:0000255; TOPO_DOM 469..532;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 34..54;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 126..146;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 153..173;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 183..203;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 214..234;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 243..263;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 290..310;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 326..346;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 357..377;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 389..409;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 423..443;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 448..468;  /note=Helical;  /evidence=ECO:0000255
P57057	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:21949678}; Multi-pass membrane protein {ECO:0000255}.	NA	NA	TRANSMEM 18..38;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 100..120;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 129..149;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 157..177;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 222..242;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 304..324;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 334..354;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 366..386;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 394..414;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 423..443;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 466..486;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 490..510;  /note=Helical;  /evidence=ECO:0000255
Q9NP59	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10882071, ECO:0000269|PubMed:23219802}; Multi-pass membrane protein {ECO:0000269|PubMed:10882071, ECO:0000269|PubMed:23219802}. Note=Localized to the basolateral membrane of polarized epithelial cells.	NA	NA	TRANSMEM 12..34;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 58..80;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 93..115;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 125..147;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 299..321;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 341..363;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 370..392;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 450..472;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 492..514;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 519..541;  /note=Helical;  /evidence=ECO:0000255
Q8NCS7	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.	NA	TOPO_DOM 1..38;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 60..242;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 264..265;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 287..325;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 347..351;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 373..374;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 396..460;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 482..515;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 537..610;  /note=Cytoplasmic;  /evidence=ECO:0000255; TOPO_DOM 632..649;  /note=Extracellular;  /evidence=ECO:0000255; TOPO_DOM 671..719;  /note=Cytoplasmic;  /evidence=ECO:0000255	TRANSMEM 39..59;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 243..263;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 266..286;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 326..346;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 352..372;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 375..395;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 461..481;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 516..536;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 611..631;  /note=Helical;  /evidence=ECO:0000255; TRANSMEM 650..670;  /note=Helical;  /evidence=ECO:0000255
Q96JT2	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	NA	NA	TRANSMEM 19..39;  /note=Helical; Name=1;  /evidence=ECO:0000255; TRANSMEM 52..72;  /note=Helical; Name=2;  /evidence=ECO:0000255; TRANSMEM 88..108;  /note=Helical; Name=3;  /evidence=ECO:0000255; TRANSMEM 120..140;  /note=Helical; Name=4;  /evidence=ECO:0000255; TRANSMEM 161..181;  /note=Helical; Name=5;  /evidence=ECO:0000255; TRANSMEM 198..218;  /note=Helical; Name=6;  /evidence=ECO:0000255; TRANSMEM 275..295;  /note=Helical; Name=7;  /evidence=ECO:0000255; TRANSMEM 323..343;  /note=Helical; Name=8;  /evidence=ECO:0000255; TRANSMEM 353..373;  /note=Helical; Name=9;  /evidence=ECO:0000255; TRANSMEM 382..402;  /note=Helical; Name=10;  /evidence=ECO:0000255; TRANSMEM 522..542;  /note=Helical; Name=11;  /evidence=ECO:0000255
